japanese,english
へきかいふるい,Hekikaifurui
碧海古井,Hekikaifurui
こどものくに,Kodomonokuni
こどもの国,Kodomonokuni
あんじょう,Anjō
安城,Anjō
ほんごう,Hongō
本郷,Hongō
みなみあんじょう,Minamianjō
南安城,Minamianjō
きたあんじょう,Kitaanjō
北安城,Kitaanjō
いんば,Inba
印場,Inba
しんあんじょう,Shinanjō
新安城,Shinanjō
みかわやつはし,Mikawaya Tsuhashi
三河八橋,Mikawaya Tsuhashi
ふじがおか,Fujigaoka
藤が丘,Fujigaoka
にしうら,Nishiura
西浦,Nishiura
あさひまえ,Asahimae
旭前,Asahimae
にっしん,Nisshin
日進,Nisshin
かたはら,Katahara
形原,Katahara
はなみずきどおり,Hanamizukidōri
はなみずき通,Hanamizukidōri
いりがいけこうえん,Irigaike Kōen
杁ヶ池公園,Irigaike Kōen
にしおかざき,Nishiokazaki
西岡崎,Nishiokazaki
こうだ,Kōda
幸田,Kōda
さんがね,Sangane
三ヶ根,Sangane
わかばやし,Wakabayashi
若林,Wakabayashi
うとう,Utō
宇頭,Utō
おわりあさひ,Owariasahi
尾張旭,Owariasahi
ながくてこせんじょう,Nagakute Kosenjō
長久手古戦場,Nagakute Kosenjō
こめのき,Komenoki
米野木,Komenoki
げいだいどおり,Geidaidōri
芸大通,Geidaidōri
さんごう,Sangō
三郷,Sangō
やはぎばし,Yahagibashi
矢作橋,Yahagibashi
おかざき,Okazaki
岡崎,Okazaki
むつな,Mutsuna
六名,Mutsuna
たけむら,Takemura
竹村,Takemura
なかおかざき,Nakaokazaki
中岡崎,Nakaokazaki
おかざきこうえんまえ,Okazaki Kōen-mae
岡崎公園前,Okazaki Kōen-mae
こうえんにし,Kōen-Nishi
公園西,Kōen-Nishi
くろざさ,Kurozasa
黒笹,Kurozasa
みかわかみごう,Mikawa Kamigō
三河上郷,Mikawa Kamigō
きたのますづか,Kitanomasuzuka
北野桝塚,Kitanomasuzuka
みずの,Mizuno
水野,Mizuno
きたおかざき,Kitaokazaki
北岡崎,Kitaokazaki
ひがしおかざき,Higashiokazaki
東岡崎,Higashiokazaki
だいもん,Daimon
大門,Daimon
ばんぱくかいじょう,Banbakukaijō
万博会場,Banbakukaijō
えかく,Ekaku
永覚,Ekaku
せとぐち,Setoguchi
瀬戸口,Setoguchi
つちはし,Tsuchihashi
土橋,Tsuchihashi
みよしがおか,Miyoshigaoka
三好ヶ丘,Miyoshigaoka
おとがわ,Otogawa
男川,Otogawa
せとしやくしょまえ,Seto-shiyakushomae
瀬戸市役所前,Seto-shiyakushomae
とうじしりょうかんみなみ,Tōji Shiryōkan-minami
陶磁資料館南,Tōji Shiryōkan-minami
すえのはら,Suenohara
末野原,Suenohara
ばんぱくやくさ,Banbakuyakusa
万博八草,Banbakuyakusa
やくさ,Yakusa
八草,Yakusa
やまぐち,Yamaguchi
山口,Yamaguchi
おわりせと,Owariseto
尾張瀬戸,Owariseto
みかわとよた,Mikawa Toyota
三河豊田,Mikawa Toyota
ささばら,Sasabara
篠原,Sasabara
しんうわごろも,Shinuwagoromo
新上挙母,Shinuwagoromo
じょうすい,Jōsui
浄水,Jōsui
うわごろも,Uwagoromo
上挙母,Uwagoromo
ほみ,Homi
保見,Homi
しんとよた,Shintoyota
新豊田,Shintoyota
とよたし,Toyotashi
豊田市,Toyotashi
かいづ,Kaizu
貝津,Kaizu
かみとよた,Kamitoyota
上豊田,Kamitoyota
うめつぼ,Umetsubo
梅坪,Umetsubo
あいかんうめつぼ,Aikanumetsubo
愛環梅坪,Aikanumetsubo
しごう,Shigō
四郷,Shigō
こしど,Koshido
越戸,Koshido
さなげ,Sanage
猿投,Sanage
ひらとばし,Hiratobashi
平戸橋,Hiratobashi
ありい,Arii
有井,Arii
くまのし,Kumanoshi
熊野市,Kumanoshi
おおどまり,Ōdomari
大泊,Ōdomari
はだす,Hadasu
波田須,Hadasu
あたしか,Atashika
新鹿,Atashika
にぎしま,Nigishima
二木島,Nigishima
かた,Kata
賀田,Kata
みきさと,Mikisato
三木里,Mikisato
おわせ,Owase
尾鷲,Owase
くき,Kuki
九鬼,Kuki
おおそねうら,Ōsoneura
大曽根浦,Ōsoneura
あいが,Aiga
相賀,Aiga
ふなつ,Funatsu
船津,Funatsu
みのせ,Minose
三野瀬,Minose
きいながしま,Kiinagashima
紀伊長島,Kiinagashima
うめがだに,Umegadani
梅ヶ谷,Umegadani
おおうちやま,Ōuchiyama
大内山,Ōuchiyama
いせかしわざき,Isekashiwazaki
伊勢柏崎,Isekashiwazaki
あそ,Aso
阿曽,Aso
かしこじま,Kashikojima
賢島,Kashikojima
しましんめい,Shimashinmei
志摩神明,Shimashinmei
あなみず,Anamizu
穴水,Anamizu
のとかしま,Notokashima
能登鹿島,Notokashima
にしぎし,Nishigishi
西岸,Nishigishi
のとなかじま,Notonakajima
能登中島,Notonakajima
かさしほ,Kasashiho
笠師保,Kasashiho
たつるはま,Tatsuruhama
田鶴浜,Tatsuruhama
わくらおんせん,Wakura Onsen
和倉温泉,Wakura Onsen
みくにみなと,Mikuni Minato
三国港,Mikuni Minato
みくに,Mikuni
三国,Mikuni
みくにじんじゃ,Mikuni Jinja
三国神社,Mikuni Jinja
みずい,Mizui
水居,Mizui
あわらゆのまち,Awarayunomachi
あわら湯のまち,Awarayunomachi
きよしこうじん,Kiyoshikōjin
清荒神,Kiyoshikōjin
こすもすくえあ,Kosumo Sukuea
コスモスクエア,Kosumo Sukuea
すわのもり,Suwanomori
諏訪ノ森,Suwanomori
なかふとう,Nakafutō
中ふ頭,Nakafutō
ふなお,Funao
船尾,Funao
おおとり,Ōtori
鳳,Ōtori
ぽーとたうんにし,Bōto Taun-nishi
ポートタウン西,Bōto Taun-nishi
いしづがわ,Ishizugawa
石津川,Ishizugawa
いしづ,Ishizu
石津,Ishizu
めふじんじゃ,Mefujinja
売布神社,Mefujinja
ぽーとたうんひがし,Bōto Taun-higashi
ポートタウン東,Bōto Taun-higashi
とがみきた,Toga-Mikita
栂・美木多,Toga-Mikita
ふぇりーたーみなる,Ferii Taaminaru
フェリーターミナル,Ferii Taaminaru
なんこうひがし,Nankōhigashi
南港東,Nankōhigashi
いぶりはし,Iburihashi
動橋,Iburihashi
あわづ,Awazu
粟津,Awazu
てらい,Terai
寺井,Terai
こまいこ,Komaiko
小舞子,Komaiko
こまつ,Komatsu
小松,Komatsu
めいほう,Meihō
明峰,Meihō
みかわ,Mikawa
美川,Mikawa
かがかさま,Kaga Kasama
加賀笠間,Kaga Kasama
まっとう,Mattō
松任,Mattō
うちなだ,Uchinada
内灘,Uchinada
ちじ,Chiji
千路,Chiji
ののいち,Nonoichi
野々市,Nonoichi
あわがさき,Awagasaki
粟ヶ崎,Awagasaki
はくい,Hakui
羽咋,Hakui
きたま,Kitama
北間,Kitama
かがつめ,Kaga Tsume
蚊爪,Kaga Tsume
みなみはくい,Minamihakui
南羽咋,Minamihakui
おおこばた,Ōkobata
大河端,Ōkobata
みつや,Mitsuya
三ツ屋,Mitsuya
にしかなざわ,Nishikanazawa
西金沢,Nishikanazawa
しんにしかなざわ,Shinnishikanazawa
新西金沢,Shinnishikanazawa
うのけ,Unoke
宇野気,Unoke
しきなみ,Shikinami
敷浪,Shikinami
よこやま,Yokoyama
横山,Yokoyama
みつくち,Mitsukuchi
三口,Mitsukuchi
たかまつ,Takamatsu
高松,Takamatsu
かねまる,Kanemaru
金丸,Kanemaru
おしの,Oshino
押野,Oshino
わりだし,Waridashi
割出,Waridashi
ののいち,Nonoichi
野々市,Nonoichi
めんだ,Menda
免田,Menda
ほうだつ,Hōdatsu
宝達,Hōdatsu
いそべ,Isobe
磯部,Isobe
ののいちこうだいまえ,Nonoichikōdaimae
野々市工大前,Nonoichikōdaimae
かみもろえ,Kamimoroe
上諸江,Kamimoroe
まがえ,Magae
馬替,Magae
ぬかじゅうたくまえ,Nukajūtakumae
額住宅前,Nukajūtakumae
にしいずみ,Nishiizumi
西泉,Nishiizumi
おとまる,Atomaru
乙丸,Atomaru
しじま,Shijima
四十万,Shijima
ななつや,Nanatsuya
七ツ屋,Nanatsuya
そだに,Sodani
曽谷,Sodani
どうほうじ,Dōhōji
道法寺,Dōhōji
いのくち,Inokuchi
井口,Inokuchi
のまち,Nomachi
野町,Nomachi
おやなぎ,Oyanagi
小柳,Oyanagi
のとべ,Notobe
能登部,Notobe
ひのみこ,Hinomiko
日御子,Hinomiko
のせ,Nose
能瀬,Nose
よしかわ,Yoshikawa
良川,Yoshikawa
もりもと,Morimoto
森本,Morimoto
つるぎ,Tsurugi
鶴来,Tsurugi
なかつるぎ,Nakatsurugi
中鶴来,Nakatsurugi
とくだ,Tokuda
徳田,Tokuda
ほんつばた,Hontsubata
本津幡,Hontsubata
のとにのみや,Notoninomiya
能登二宮,Notoninomiya
かがいちのみや,Kaga Ichinomiya
加賀一の宮,Kaga Ichinomiya
つばた,Tsubata
津幡,Tsubata
なかつばた,Nakatsubata
中津幡,Nakatsubata
くりから,Kurikara
倶利伽羅,Kurikara
いするぎ,Isurugi
石動,Isurugi
ひみ,Himi
氷見,Himi
ふくおか,Fukuoka
福岡,Fukuoka
しまお,Shimao
島尾,Shimao
ふくみつ,Fukumitsu
福光,Fukumitsu
にしたかおか,Nishitakaoka
西高岡,Nishitakaoka
ひがしいしぐろ,Higashiishiguro
東石黒,Higashiishiguro
あまはらし,Amaharashi
雨晴,Amaharashi
えっちゅうやまだ,Etchū Yamada
越中山田,Etchū Yamada
ふくの,Fukuno
福野,Fukuno
たかぎ,Takagi
高儀,Takagi
かたはらまち,Kataharamachi
片原町,Kataharamachi
ひがしのじり,Higashinojiri
東野尻,Higashinojiri
さかしたまち,Sakashitamachi
坂下町,Sakashitamachi
えっちゅうこくぶ,Etchū Kokubu
越中国分,Etchū Kokubu
すえひろちょう,Suehirochō
末広町,Suehirochō
となみ,Tonami
砺波,Tonami
ほんまるかいかんまえ,Honmaru Kaikanmae
本丸会館前,Honmaru Kaikanmae
ひろこうじ,Hirokōji
広小路,Hirokōji
たかおかえきまえ,Takaoka-eki-mae
高岡駅前,Takaoka-eki-mae
たかおか,Takaoka
高岡,Takaoka
しきのちゅうがっこうまえ,Shikino Chūgakkō-mae
志貴野中学校前,Shikino Chūgakkō-mae
じょうはな,Jōhana
城端,Jōhana
しみんびょういんまえ,Shimin Byōin-mae
市民病院前,Shimin Byōin-mae
といで,Toide
戸出,Toide
えじり,Ejiri
江尻,Ejiri
あさひがおか,Asahigaoka
旭ケ丘,Asahigaoka
あぶらでん,Aburaden
油田,Aburaden
よねじまぐちアルビスよねじまてんまえ,Yonejimaguchi Arubisu Yonejimaten-mae
米島口アルビス米島店前,Yonejimaguchi Arubisu Yonejimaten-mae
しんのうまち,Shinnōmachi
新能町,Shinnōmachi
おぎの,Ogino
荻布,Ogino
はやし,Hayashi
林,Hayashi
ふたつか,Futatsuka
二塚,Futatsuka
えっちゅうなかがわ,Etchū Nakagawa
越中中川,Etchū Nakagawa
のうまち,Nōmachi
能町,Nōmachi
のうまちぐち,Nōmachiguchi
能町口,Nōmachiguchi
よしひさ,Yoshihisa
吉久,Yoshihisa
しんよしひさ,Shinyoshihisa
新吉久,Shinyoshihisa
なかふしき,Nakafushiki
中伏木,Nakafushiki
ろくどじ,Rokudoji
六渡寺,Rokudoji
しょうがわぐち,Shōgawaguchi
庄川口,Shōgawaguchi
いみずししんみなとちょうしゃまえ,Imizushi Shinminato-chōsha-mae
射水市新湊庁舎前,Imizushi Shinminato-chōsha-mae
えっちゅうだいもん,Etchū Daimon
越中大門,Etchū Daimon
しんまちぐち,Shinmachiguchi
新町口,Shinmachiguchi
なかしんみなと,Nakashinminato
中新湊,Nakashinminato
ひがししんみなと,Higashishinminato
東新湊,Higashishinminato
かいおうまる,Kaiōmaru
海王丸,Kaiōmaru
こしのかた,Koshinokata
越ノ潟,Koshinokata
こすぎ,Kosugi
小杉,Kosugi
くれは,Kureha
呉羽,Kureha
ちさと,Chisato
千里,Chisato
にしとやま,Nishitoyama
西富山,Nishitoyama
はやほし,Hayahoshi
速星,Hayahoshi
ふちゅううさか,Fuchū Usaka
婦中鵜坂,Fuchū Usaka
だいがくまえ,Daigakumae
大学前,Daigakumae
いわせはま,Iwasehama
岩瀬浜,Iwasehama
けいりんじょうまえ,Keirinjōmae
競輪場前,Keirinjōmae
ひがしいわせ,Higashiiwase
東岩瀬,Higashiiwase
おおひろた,Ōhirota
大広田,Ōhirota
しんとやま,Shintoyama
新富山,Shintoyama
えっちゅうやつお,Etchū Yatsuo
越中八尾,Etchū Yatsuo
はすまち,Hasumachi
蓮町,Hasumachi
いぬじましんまち,Inujimashinmachi
犬島新町,Inujimashinmachi
じょうがわら,Jōgawara
城川原,Jōgawara
やすのや,Yasunoya
安野屋,Yasunoya
えっちゅうなかじま,Etchū Nakajima
越中中島,Etchū Nakajima
すわがわら,Suwagawara
諏訪川原,Suwagawara
しんとみちょう,Shintomichō
新富町,Shintomichō
けんちょうまえ,Kenchōmae
県庁前,Kenchōmae
あわしま,Awashima
粟島（大阪屋ショップ前）,Awashima
まるのうち,Marunouchi
丸の内,Marunouchi
インテックほんしゃまえ,Intekku Honsha-mae
インテック本社前,Intekku Honsha-mae
こくさいかいぎじょうまえ,Kokusai Kōgijō-mae
国際会議場前,Kokusai Kōgijō-mae
ちてつびるまえ,Chitetsu Biru-mae
地鉄ビル前,Chitetsu Biru-mae
しもおくい,Shimōkui
下奥井,Shimōkui
でんきびるまえ,Denki Biru-mae
電気ビル前,Denki Biru-mae
おおてモール,Ōte Mōru
大手モール,Ōte Mōru
さくらばし,Sakurabashi
桜橋,Sakurabashi
グランドプラザまえ,Gurando Puraza-mae
グランドプラザ前,Gurando Puraza-mae
あらまち,Aramachi
荒町,Aramachi
おくだちゅうがっこうまえ,Okuda Chūgakkō-mae
奥田中学校前,Okuda Chūgakkō-mae
にしちょう,Nishichō
西町,Nishichō
うえほんまち,Uehonmachi
上本町,Uehonmachi
こうかんどうまえ,Kōkandōmae
広貫堂前,Kōkandōmae
にしなかの,Nishinakano
西中野,Nishinakano
こいずみちょう,Koizumichō
小泉町,Koizumichō
いなりちょう,Inarichō
稲荷町,Inarichō
ほりかわこいずみ,Horikawa Koizumi
堀川小泉,Horikawa Koizumi
おおまち,Ōmachi
大町,Ōmachi
みなみとやまえきまえ,Minamitoyama-eki-mae
南富山駅前,Minamitoyama-eki-mae
みなみとやま,Minamitoyama
南富山,Minamitoyama
ひがしやつお,Higashiyatsuo
東八尾,Higashiyatsuo
ふじこし,Fujikoshi
不二越,Fujikoshi
おおいずみ,Ōizumi
大泉,Ōizumi
あさなまち,Asanamachi
朝菜町,Asanamachi
かみほり,Kamihori
上堀,Kamihori
こすぎ,Kosugi
小杉,Kosugi
ぬのいち,Nunoichi
布市,Nunoichi
ささづ,Sasazu
笹津,Sasazu
つのがわ,Tsunogawa
角川,Tsunogawa
にれはら,Nirehara
楡原,Nirehara
すぎはら,Sugihara
杉原,Sugihara
うつぼ,Utsubo
打保,Utsubo
ひだほそえ,Hida Hosoe
飛騨細江,Hida Hosoe
すぎさき,Sugisaki
杉崎,Sugisaki
ひだふるかわ,Hida Furukawa
飛騨古川,Hida Furukawa
ひだこくふ,Hida Kokufu
飛騨国府,Hida Kokufu
あみの,Amino
網野,Amino
かみかわぐち,Kamikawaguchi
上川口,Kamikawaguchi
みねやま,Mineyama
峰山,Mineyama
まき,Maki
牧,Maki
あらがかしのきだい,Araga Kashinokidai
荒河かしの木台,Araga Kashinokidai
あつなかとんや,Atsunakatonya
厚中問屋,Atsunakatonya
ふくちやま,Fukuchiyama
福知山,Fukuchiyama
しもあまづ,Shimoamazu
下天津,Shimoamazu
たんごおおみや,Tango Ōmiya
丹後大宮,Tango Ōmiya
たんばたけだ,Tanba Takeda
丹波竹田,Tanba Takeda
ぐじょう,Gujō
公庄,Gujō
のだがわ,Nodagawa
野田川,Nodagawa
おおえ,Ōe
大江,Ōe
おおえこうこうまえ,Ōe Kōkōmae
大江高校前,Ōe Kōkōmae
ふたまた,Futamata
二俣,Futamata
おおえやまぐちないく,Ōe Yamaguchinaiku
大江山口内宮,Ōe Yamaguchinaiku
いわたきぐち,Iwatakiguchi
岩滝口,Iwatakiguchi
いさ,Isa
石原,Isa
からかわ,Karakawa
辛皮,Karakawa
たかつ,Takatsu
高津,Takatsu
あまのはしだて,Amanohashidate
天橋立,Amanohashidate
きた,Kita
喜多,Kita
みやむら,Miyamura
宮村,Miyamura
ふちゅう,Fuchū
府中,Fuchū
かさまつ,Kasamatsu
傘松,Kasamatsu
みやづ,Miyazu
宮津,Miyazu
あやべ,Ayabe
綾部,Ayabe
くんだ,Kunda
栗田,Kunda
ふちがき,Fuchigaki
淵垣,Fuchigaki
たんごゆら,Tango Yura
丹後由良,Tango Yura
しののめ,Shinonome
東雲,Shinonome
ししょ,Shisho
四所,Shisho
たんごかんざき,Tango Kanzaki
丹後神崎,Tango Kanzaki
やまが,Yamaga
山家,Yamaga
うめざこ,Umezako
梅迫,Umezako
たちき,Tachiki
立木,Tachiki
まぐら,Magura
真倉,Magura
あせり,Aseri
安栖里,Aseri
まつのおでら,Matsunōdera
松尾寺,Matsunōdera
あおのごう,Aonogō
青郷,Aonogō
みつまつ,Mitsumatsu
三松,Mitsumatsu
わかさたかはま,Wakasa Takahama
若狭高浜,Wakasa Takahama
わかさわだ,Wakasawada
若狭和田,Wakasawada
わかさほんごう,Wakasa Hongō
若狭本郷,Wakasa Hongō
かと,Kato
加斗,Kato
せいはま,Seihama
勢浜,Seihama
おばま,Obama
小浜,Obama
ひがしおばま,Higashiobama
東小浜,Higashiobama
しんひらの,Shinhirano
新平野,Shinhirano
かみなか,Kaminaka
上中,Kaminaka
わかさありた,Wakasa Arita
若狭有田,Wakasa Arita
おおとば,Ōtoba
大鳥羽,Ōtoba
とむら,Tomura
十村,Tomura
ふじい,Fujii
藤井,Fujii
みかた,Mikata
三方,Mikata
きやま,Kiyama
気山,Kiyama
きたこまつ,Kitakomatsu
北小松,Kitakomatsu
みはま,Mihama
美浜,Mihama
おうみたかしま,Ōmitakashima
近江高島,Ōmitakashima
たにまちろくちょうめ,Tanimachi Roku-chōme
谷町六丁目,Tanimachi Roku-chōme
みなみもりまち,Minamimorimachi
南森町,Minamimorimachi
たにまちよんちょうめ,Tanimachi Yon-chōme
谷町四丁目,Tanimachi Yon-chōme
しょうじ,Shōji
少路,Shōji
おうぎまち,Ōgimachi
扇町,Ōgimachi
ももだに,Momodani
桃谷,Momodani
てんまばし,Tenmabashi
天満橋,Tenmabashi
ひがしみくに,Higashimikuni
東三国,Higashimikuni
みょうけんぐち,Myōkenguchi
妙見口,Myōkenguchi
みのお,Minō
箕面,Minō
しんおおさか,Shinōsaka
新大阪,Shinōsaka
つくの,Tsukuno
津久野,Tsukuno
なかやま,Nakayama
中山,Nakayama
みなと,Minato
湊,Minato
ひがしみなと,Higashiminato
東湊,Higashiminato
でやしき,Deyashiki
出屋敷,Deyashiki
むこのそう,Mukonosō
武庫之荘,Mukonosō
たちばな,Tachibana
立花,Tachibana
なかやまでら,Nakayamadera
中山寺,Nakayamadera
なんこうぐち,Nankōguchi
南港口,Nankōguchi
ごりょうまえ,Goryōmae
御陵前,Goryōmae
おおさかこう,Ōsakakō
大阪港,Ōsakakō
うえのしば,Uenoshiba
上野芝,Uenoshiba
てらぢちょう,Terajichō
寺地町,Terajichō
さかい,Sakai
堺,Sakai
しゅくいん,Shukuin
宿院,Shukuin
ひらばやし,Hirabayashi
平林,Hirabayashi
ゆにばーさるしてぃ,Yunibaasaru Shiti
ユニバーサルシティ,Yunibaasaru Shiti
おおしょうじ,Ōshōji
大小路,Ōshōji
やまもと,Yamamoto
山本,Yamamoto
いずみがおか,Izumigaoka
泉ヶ丘,Izumigaoka
ふかい,Fukai Railway Station
深井,Fukai Railway Station
だいもつ,Daimotsu
大物,Daimotsu
はなたぐち,Hanataguchi
花田口,Hanataguchi
あさしおばし,Asashiobashi
朝潮橋,Asashiobashi
みょうこくじまえ,Myōkokujimae
妙国寺前,Myōkokujimae
もず,Mozu
百舌鳥,Mozu
つかぐち,Tsukaguchi
塚口,Tsukaguchi
しんめいちょう,Shinmeichō
神明町,Shinmeichō
さかいひがし,Sakaihigashi
堺東,Sakaihigashi
すみのえこうえん,Suminoe Kōen
住之江公園,Suminoe Kōen
いなの,Inano
稲野,Inano
できしま,Dekishima
出来島,Dekishima
しちどう,Shichidō
七道,Shichidō
あやのちょう,Ayanochō
綾ノ町,Ayanochō
しんいたみ,Shinitami
新伊丹,Shinitami
みくにがおか,Mikunigaoka
三国ヶ丘,Mikunigaoka
いたみ,Itami
伊丹,Itami
ふく,Fuku
福,Fuku
つかぐち,Tsukaguchi
塚口,Tsukaguchi
たかすじんじゃ,Takasujinja
高須神社,Takasujinja
もずはちまん,Mozuhachiman
百舌鳥八幡,Mozuhachiman
いなでら,Inadera
猪名寺,Inadera
くいせ,Kuise
杭瀬,Kuise
ひばりがおかはなやしき,Hibarigaoka Hanayashiki
雲雀丘花屋敷,Hibarigaoka Hanayashiki
やまとがわ,Yamatogawa
大和川,Yamatogawa
でんぽう,Denpō
伝法,Denpō
なかもず,Nakamozu
中百舌鳥,Nakamozu
あさかやま,Asakayama
浅香山,Asakayama
いたみ,Itami
伊丹,Itami
ちぶね,Chibune
千船,Chibune
きたかがや,Kitakagaya
北加賀屋,Kitakagaya
べんてんちょう,Bentenchō
弁天町,Bentenchō
あびこみち,Abikomichi
我孫子道,Abikomichi
すみのえ,Suminoe
住ノ江,Suminoe
さかいし,Sakaishi
堺市,Sakaishi
かわにしいけだ,Kawanishi Ikeda
川西池田,Kawanishi Ikeda
ちどりばし,Chidoribashi
千鳥橋,Chidoribashi
きたいたみ,Kitaitami
北伊丹,Kitaitami
あんりゅうまち,Anryūmachi
安立町,Anryūmachi
しらさぎ,Shirasagi
白鷺,Shirasagi
かわにしのせぐち,Kawanishi Noseguchi
川西能勢口,Kawanishi Noseguchi
りんかんでんえんとし,Rinkandenen Toshi
林間田園都市,Rinkandenen Toshi
ほそいがわ,Hosoigawa
細井川,Hosoigawa
すみよしたいしゃ,Sumiyoshi Taisha
住吉大社,Sumiyoshi Taisha
すみよしとりいまえ,Sumiyoshi Torii-mae
住吉鳥居前,Sumiyoshi Torii-mae
すみよしこうえん,Sumiyoshi Kōen
住吉公園,Sumiyoshi Kōen
きみとうげ,Kimi Tōge
紀見峠,Kimi Tōge
あさか,Asaka
浅香,Asaka
あびこまえ,Abikomae
我孫子前,Abikomae
ひめじま,Himejima
姫島,Himejima
にっせいちゅうおう,Nisseichūō
日生中央,Nisseichūō
みてじま,Mitejima
御幣島,Mitejima
すみよし,Sumiyoshi
住吉,Sumiyoshi
こはま,Kohama
粉浜,Kohama
さわのちょう,Sawanochō
沢ノ町,Sawanochō
ひがしこはま,Higashikohama
東粉浜,Higashikohama
たまで,Tamade
玉出,Tamade
すぎもとちょう,Sugimotochō
杉本町,Sugimotochō
みっかいちちょう,Mikkaichichō
三日市町,Mikkaichichō
みかのだい,Mikanodai
美加の台,Mikanodai
かしま,Kashima
加島,Kashima
つもり,Tsumori
津守,Tsumori
よどがわ,Yodogawa
淀川,Yodogawa
しんかなおか,Shinkanaoka
新金岡,Shinkanaoka
くじょう,Kujō
九条,Kujō
はつしば,Hatsushiba
初芝,Hatsushiba
すみよしひがし,Sumiyoshihigashi
住吉東,Sumiyoshihigashi
かみのき,Kaminoki
神ノ木,Kaminoki
つかにし,Tsukanishi
塚西,Tsukanishi
にしてんがちゃや,Nishitenga Chaya
西天下茶屋,Nishitenga Chaya
きづがわ,Kizugawa
木津川,Kizugawa
そのだ,Sonoda
園田,Sonoda
いけだ,Ikeda
池田,Ikeda
たいしょう,Taishō
大正,Taishō
ドームまえ,Dōmu-mae
ドーム前,Dōmu-mae
うぐいすのもり,Uguisunomori
鴬の森,Uguisunomori
きぬのべばし,Kinunobebashi
絹延橋,Kinunobebashi
ひがしたまで,Higashitamade
東玉出,Higashitamade
てづかやまよんちょうめ,Tezukayamayonchōme
帝塚山四丁目,Tezukayamayonchōme
ドームまえちよざき,Dōmu-mae Chiyozaki
ドーム前千代崎,Dōmu-mae Chiyozaki
あまみ,Amami
天見,Amami
てづかやま,Tezukayama
帝塚山,Tezukayama
たきやま,Takiyama
滝山,Takiyama
きしのさと,Kishinosato
岸里,Kishinosato
きしのさとたまで,Kishinosatotamade
岸里玉出,Kishinosatotamade
あびこちょう,Abikochō
我孫子町,Abikochō
つづみがたき,Tsujumigataki
鼓滝,Tsujumigataki
ちはやぐち,Chihayaguchi
千早口,Chihayaguchi
ただ,Tada
多田,Tada
てづかやまさんちょうめ,Tezukayama San-chōme
帝塚山三丁目,Tezukayama San-chōme
はぎはらてんじん,Hagiharatenjin
萩原天神,Hagiharatenjin
てんじんのもり,Tenjinnomori
天神ノ森,Tenjinnomori
きたはなだ,Kitahanada
北花田,Kitahanada
かわちながの,Kawachi Nagano
河内長野,Kawachi Nagano
えびえ,Ebie
海老江,Ebie
あしはらちょう,Ashiharachō
芦原町,Ashiharachō
たまがわ,Tamagawa
玉川,Tamagawa
ちよだ,Chiyoda
千代田,Chiyoda
たきだに,Takidani
滝谷,Takidani
きたのだ,Kitanoda
北野田,Kitanoda
ひらの,Hirano
平野,Hirano
てんがちゃや,Tenga Chaya
天下茶屋,Tenga Chaya
つかもと,Tsukamoto
塚本,Tsukamoto
おおさかくうこう,Osaka Kūkō
大阪空港,Osaka Kūkō
あしはらばし,Ashiharabashi
芦原橋,Ashiharabashi
あびこ,Abiko
我孫子,Abiko
しおみばし,Shiomibashi
汐見橋,Shiomibashi
しょうてんざか,Shōtenzaka
聖天坂,Shōtenzaka
ひめまつ,Himematsu
姫松,Himematsu
さやま,Sayama
狭山,Sayama
やました,Yamashita
山下,Yamashita
いまみや,Imamiya
今宮,Imamiya
はなぞのちょう,Hanazonochō
花園町,Hanazonochō
うねの,Uneno
畦野,Uneno
きたてんがちゃや,Kitatenga Chaya
北天下茶屋,Kitatenga Chaya
こんごう,Kongō
金剛,Kongō
にしながほり,Nishinagahori
西長堀,Nishinagahori
きたばたけ,Kitabatake
北畠,Kitabatake
まつだちょう,Matsudachō
松田町,Matsudachō
ながい,Nagai
長居,Nagai
さくらがわ,Sakuragawa
桜川,Sakuragawa
はぎのちゃや,Haginochaya
萩ノ茶屋,Haginochaya
いちのとりい,Ichinotorii
一の鳥居,Ichinotorii
おおさかさやまし,Ōsaka Sayamashi
大阪狭山市,Ōsaka Sayamashi
あわざ,Awaza
阿波座,Awaza
ささべ,Sasabe
笹部,Sasabe
いまふね,Imafune
今船,Imafune
だいこくちょう,Daikokuchō
大国町,Daikokuchō
ほたるがいけ,Hotarugaike
蛍池,Hotarugaike
いまいけ,Imaike
今池,Imaike
しんいまみや,Shinimamiya
新今宮,Shinimamiya
いしばし,Ishibashi
石橋,Ishibashi
JRなんば,JR Nanba
JR難波,JR Nanba
ひがしてんがちゃや,Higashitenga Chaya
東天下茶屋,Higashitenga Chaya
しんふくしま,Shinfukushima
新福島,Shinfukushima
どうぶつえんまえ,Dōbutsuen-mae
動物園前,Dōbutsuen-mae
しおのみや,Shionomiya
汐ノ宮,Shionomiya
かんざきがわ,Kanzakigawa
神崎川,Kanzakigawa
みなみかすみちょう,Minamikasumichō
南霞町,Minamikasumichō
にしおおはし,Nishi-ōhashi
西大橋,Nishi-ōhashi
いまみやえびす,Imamiya Ebisu
今宮戎,Imamiya Ebisu
なかのしま,Nakanoshima
中之島,Nakanoshima
ふくしま,Fukushima
福島,Fukushima
にしたなべ,Nishitanabe
西田辺,Nishitanabe
まつむし,Matsumushi
松虫,Matsumushi
つるがおか,Tsurugaoka
